121817564|Bernie Sanders: Substance abuse is a disease not a crime, and we have to treat it like a health issue. #2020Approach
16560657|Bernie Sanders on the Black Lives Matter Movement. #2020Approach 
365825064|"We must reinvent how we police America... Lethal force must be the last resort." -Bernie Sanders
2323882189|RT @BET: "We cannot jail our way out" - @BernieSanders #JusticeForurmBET:  
37391482|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
119490368|Bernie  for president! 
47748198|RT @allprolawn1975: Atlanta Rally with Bernie Sanders Monday, November 23 Doors open at 5:00 p.m. Program starts at 7:00 p.m. The Fox Theat
322886471|RT @HRosenstein33: Worse than Bernie Sanders #ORVFS15 
49172121|RT @LollipopCrumbs: Bernie Sanders poses with the kid in shirt covered with his face. Says, "That's the weirdest shirt". #feelthebern 
1546510062|MATH: The Exact Price Tag of All Bernie Sanders Proposed Free Stuff  #tcot #pjnet 
3864481282|RT @JulieBorowski: A Bernie Sanders bumper sticker on a pick up truck? I don't recognize this country anymore.
335508833|RT @stopbeingfamous: Anyway. Like I said, Bernie Sanders is cute &amp; fuzzy to me until he starts funding Israel, pushing a police state &amp; bom
1902151532|RT @hale_razor: "Bernie Sanders' rape fantasy essay is too old be relevant!" -people who made a big deal about Romney giving a kid a haircu
175316070|RT @greyxgordon: "Bernie Sanders will turn this country into China." #FlintMichiganBarTalk
150160649|RT @AlexisLive5: Bernie Sanders: wants to make every public college and university tuition free #BernieinSC 
200861019|@LSJDanK @Graham_Couch or Bernie Sanders.
196731853|RT @CamrynMBowers: Young Bernie Sanders looks like a member of a really alternative rock band who writes love songs about socialism 
1031086644|RT @phen0menax: Bernie Sanders go fuck yourself. You're an idiot. Take it from an Ex-Muslim. Wait till the country has 50% Muslims. 
3231926934|What will Bernie Sanders do about "terrorism",  guess he will drive a Prius. Because "terrorism is directly related to climate change"!!
29134273|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
25508307|. @BookChat_   "Give me a stadium and I'll fill it"  ~ Bernie Sanders  #FeelTheBern   heh
124896632|RT @InfamousGrace_: IF YOU DON'T VOTE THEY WIN!!!!! PLEASE VOTE FOR BERNIE SANDERS 2016, FOR RACIAL JUSTICE  #2020Approach #BET 
2546801099|Bernie Sanders is right: The top 0.1 percent have as much as the bottom 90 percent 
2399398411|RT @whatsatstake: Senator Bernie Sanders addresses over policing in African American communities #JusticeForumBET 
2579327835|RT @BET: "We must demilitarize the police department" - Candidate Bernie Sanders #2020Approach
2959856260|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
445072360|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
961904768|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
36589827|Barack Obama, Debbie Wasserman Schultz, U.S. Senate, U.S. House of Representatives, U.S. Governors, M...  via @Change
163293230|RT @HRosenstein33: Worse than Bernie Sanders #ORVFS15 
2259899666|RT @vince777v: #politics Man Plows Quarter-Acre Sign for Bernie Sanders  
3110899521|RT Libertea2012: RT: "Not only is a bank too big to fail but bankers are too big to jail" - Sen. Bernie Sanders # 
59863421|Sanders Acknowledges Hed Lose Democratic Primary If Held Today: NORTH CHARLESTON, S.C. (AP)  Bernie Sanders ... 
22238784|Thanks To Debates, Bernie Sanders Is Surging Nationally With All Time High Support 
240890205|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
20332797|RT @JulieBorowski: A Bernie Sanders bumper sticker on a pick up truck? I don't recognize this country anymore.
321170102|RT @yaboyberniesand: RT if you are chill and voting for Bernie Sanders.
316428050|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
116946587|RT @CamrynMBowers: Young Bernie Sanders looks like a member of a really alternative rock band who writes love songs about socialism 
1022694126|RT @BET: "We cannot jail our way out" - @BernieSanders #JusticeForurmBET:  
124896632|RT @InfamousGrace_: If you want RACIAL JUSTICE, VOTE for BERNIE SANDERS 2016 #2020Approach #BET 
1220336857|RT @HRosenstein33: Worse than Bernie Sanders #ORVFS15 
2450575824|Bernie fucking Sanders.
524913576|RT @DesNotDesmond: Bernie Sanders not afraid to @ these hoes so why should you be? 
1927562388|The most unexpected takeaway from Bernie Sanders' big speech? Americans are already a little bit s  via @FusionNews
3308191041|RT @HRosenstein33: Worse than Bernie Sanders #ORVFS15 
42887383|RT @RollingStone: Bernie Sanders' Political Revolution: On challenging Hillary and why he believes his radical campaign will prevail 
15353805|I side 99% with Bernie Sanders   
